Sr.No,District,Disaster Type,Disaster Date,Section,Gram Panchayat,Asset Category,Name of the Road,Total Length of Road (in Km),Road Category,Road Types (materials),Road Type Material (other),RD/Location name,Length of Totally Damaged Roads (in meters),Length of Severely Damaged Roads (in meters),Length of Minor Damaged Roads (in Meters),Retaining Wall Damaged,Length of Retaining Wall Damaged (in meters),Breast Wall Damaged,Length of Breast Wall Damaged (in meters),Severity of Hume Pipe Damage,Number of Hume Pipes Damaged,Severity of Slab / Box Culvert Damage,Number of Slab / Box Culvert Damage,Severeity of Causeway Damage,Number of Causeway  Damaged,Roadside Drainage Damaged,Length of Roadside Drainage Damaged (in meters),Estimated Amount (in Lakhs),Remarks,Latitude,Longitude,,,
5148,Kangra,Excessive Rain,30-07-2025,Kandi(Baroh sub-division),Sadoon,Roads,Chhughera Sadoon Khawa   Kandi   road,20,Village Road,Black Top,,at RD 10/105 to 10/115. ,10,10,0,Additional R/Wall Required,10,,,,,,,,,,,5,Land Slide &  Road crushed &R/Wall / may require ,32.00869,76.354356,Self Visit,,
5149,Kangra,Excessive Rain,31-07-2025,Kandi(Baroh sub-division),Toru,Roads,Saroot Saloaa road ,3,Village Road,Black Top,," at RD 0/60 to 0/75, 15  ",10,15,0,,,,,,,,,,,,,1.75, Land Slide & Road crushed  ,31.983783,76,Self Visit,,
5150,Kangra,Excessive Rain,29-06-2025,Rajhoon(Dheera sub-division),Bhadrol,Roads,Dheera Kahanphatt road,13,Village Road,Black Top,,1/400 to 2/000,,,600,,,Minor Damage,,,,,,Severely Damaged,4,Severely Damaged,,18,,32.01557,76.439859,Self Visit,,
5151,Kangra,Excessive Rain,21-07-2025,Radh(Baroh sub-division),Bag,Roads,Hachhichick  Buglehar  road,6.2,Village Road,Black Top,,2/705 to 3/00,,295,0,,,,,,,,,,,Minor Damage,50,1.6,Removal of slip & Required patch work,32.033425,76.352432,Self Visit,,
5152,Kangra,Excessive Rain,29-07-2025,Baroh(Baroh sub-division),Aerla,Roads,Upper Aerla Gadrana to Uppar Danoa via Pallu Baroh,7,Village Road,Black Top,,1.760,,20,0,,,,,,,,,,,,,2,Removal of slip,31.978545,76.346139,Self Visit,,
5153,Kangra,Excessive Rain,30-07-2025,Kandi(Baroh sub-division),Sadoon,Roads,Link road  from Sadoon to Village Akrana road,3,Village Road,Black Top,,"at  RD  2/285 to 2/295, 10  ",,10,0,,,,,,,,,,,,,2.25,Land Slide,32.012942,75,Self Visit,,
5154,Kangra,Excessive Rain,30-07-2025,Kandi(Baroh sub-division),Kandi,Roads,Kandi Link road  to Batladi road ,1,Village Road,Black Top,,"at  RD  0/605 to 0/615, 10 .",,10,0,,,,,,,,,,,,,2,Land Slide,31.975457,76.377071,Self Visit,,
5155,Kangra,Excessive Rain,21-07-2025,Radh(Baroh sub-division),Jhikli Khoti ,Roads,Radh Haldwari road ,4.3,Village Road,Black Top,,2/680 to 2/785,,100,0,,,,,,,,,,,Minor Damage,50,1,Required patch work,32.064089,76.33698,Self Visit,,
5156,Kangra,Excessive Rain,22-07-2025,Kandi(Baroh sub-division),Khawa,Roads,Chhughera   Sadoon  Kandi   road,20,Village Road,Black Top,,1/900 to 11/925  25  ,10,25,0,,,,,,,,,,,,,2.5,Land Slide,32.005069,75,Self Visit,,
5157,Kangra,Excessive Rain,21-07-2025,Radh(Baroh sub-division),ustehar,Roads,Radh Ustehar Daulatpur road,8,Village Road,Black Top,,2/425 to 3/00.,,575,0,,,,,,,,,,,,,1,Removal of slip,32.076684,76.342974,Self Visit,,
5158,Kangra,Excessive Rain,18-09-2025,Gopalpur(Gopalpur sub-division),Gopalpur,Roads,gopalpur to gopalpur via gujreda,2.3,Village Road,Black Top,,1/600 to 1/800,400,400,0,,,,,,,,,,,,,10,,32.137829,76.440066,Self Visit,,
5159,Kangra,Excessive Rain,29-07-2025,Baroh(Baroh sub-division),Gheen,Roads,Sawar Chounkru,7.6,Village Road,Black Top,,3.600 to 3.685,,85,0,Totally Damaged,,,,,,,,,,,,1.8,Removal of slip,31.94114,76.26345,Self Visit,,
5160,Kangra,Excessive Rain,29-07-2025,Kandi(Baroh sub-division),Khawa,Roads,Chhughera Sadoon Khawa   Kandi   road,20,Village Road,Black Top,,4/300 to 5/800,100,1200,0,,,,,,,,,,,,,3,Land Slide ,32.005141,76.362126,Self Visit,,
5161,Kangra,Excessive Rain,05-08-2025,Terrace(Sub-division dadasiba),,Roads,kaloha pragpur dhaliara dadasiba sansarpur Terrace km 22.200 to 60.920,38.72,Major District Road,Black Top,,48.800,,10,,,,,,,,,,,,,,3,,31.942348,75.962958,Self Visit,,
5162,Kangra,Excessive Rain,23-07-2025,Kandi(Baroh sub-division),Khawa,Roads,Chhughera   Sadoon  Kandi   road,20,Village Road,Cement Concrete,,14/345 to 14/360 15 .,,15,,,,,,,,,,,,,,1,Land Slide ,31.994714,76.369672,Self Visit,,
5163,Kangra,Excessive Rain,14-08-2025,Dadasiba-i(Sub-division dadasiba),,Roads,Bharwain to Dehi pukhar via karoa,11,Village Road,Black Top,,6.00,,1000,,,,,,,,,,,,,,13,,31.82898,76.14089,Self Visit,,
5164,Kangra,Excessive Rain,30-06-2025,Rajhoon(Dheera sub-division),Rajhoon,Roads,Gadiara Khateen road,3.2,Village Road,Black Top,,1/000 to 3/000,,2000,,,,,,,,,,,,,,30,"Soiling , Waering wash out at Varius RD ",32.042886,76.42235,Self Visit,,
5165,Kangra,Excessive Rain,06-07-2025,Baroh(Baroh sub-division),Kandi,Roads,Kandi to Danoa via Bhorla,5.3,Village Road,Black Top,,"2.00, 2.700 & 3.00 ",50,700,0,,,,,,,,,,,Totally Damaged,0,3.5,Removal of slip,31.983873,76.34424,Self Visit,,
5166,Kangra,Excessive Rain,23-07-2025,Kandi(Baroh sub-division),Kandi,Roads,Kandi  Thill  road,3,Village Road,Cement Concrete,,"1/240 to 1/250, 10  ",10,10,0,,,,,,,,,,,,,0.73,Land Slide & & Road crushed .,31.966143,76.389917,Self Visit,,
5167,Kangra,Excessive Rain,13-08-2025,Rajhoon(Dheera sub-division),Chambi,Roads,Chiran to Thirak Via Devi Tilla road,10,Village Road,Black Top,,"1/000 to 2/000 ,2/500 to 3/000 , 5/410 to 6/000",,,2090,,,,,,,,,,,,,9,,32.026723,76.383882,Self Visit,,
5168,Kangra,Excessive Rain,13-09-2025,Radh(Baroh sub-division),Barana,Roads,Barana mariyari road,8,Village Road,Black Top,,0/765 to 0/900,,135,0,,,,,,,,,,,,,2.8,Required B.C & removal of slip,32.060741,76.359024,Self Visit,,
5169,Kangra,Excessive Rain,22-07-2025,Radh(Baroh sub-division),Amtrar,Roads,Lilly Aar road ,3,Village Road,Black Top,,2/325.  ,,150,0,,,,,,,,,,,,,1.5,Removal of slip & Required C.C Pavement,32.08822,76.333023,Self Visit,,
5170,Kangra,Excessive Rain,05-09-2025,Terrace(Sub-division dadasiba),,Roads,kaloha pragpur dhaliara dadasiba sansarpur Terrace km 22.200 to 60.920,38.72,Major District Road,Black Top,,47.000,,1000,,,,,,,,,,,,,,7,,31.950912,75.953286,Self Visit,,
5171,Kangra,Excessive Rain,04-07-2025,Baroh(Baroh sub-division),Aerla,Roads,D.S.S Kandi road,33.1,Village Road,Black Top,,28.330 to 28.380,,50,0,,,,,,,,,,,,,2.5,Removal of slip,31.96863,76.353083,Self Visit,,
5172,Kangra,Excessive Rain,28-07-2025,Radh(Baroh sub-division),skot,Roads,Dehra Arla Gabla Andrar   road,4.5,Village Road,Black Top,,1/00  to 1/455,,455,0,Minor Damage,10,,,,,,,,,Minor Damage,15,4.5,"Removal of slip, R/Wall & Patch work Required",32.083141,76.29592,Self Visit,,
5173,Kangra,Excessive Rain,11-07-2025,Kandi(Baroh sub-division),Kandi,Roads,Kandi   Thill  road  ,3,Village Road,Cement Concrete,,1/60  to  1/70 10  ,,10,0,,,,,,,,,,,,,0.62,Removal of Land Slips ,31.968442,76.38782,Self Visit,,
5174,Kangra,Excessive Rain,05-08-2025,Rajhoon(Dheera sub-division),Bhadrol,Roads,Rud Paniyali to Kolru Galuhi Kaulna road ,6,Village Road,Black Top,,"3/000 to 3/040 ,5/150 to 5/240 ,6/370 to 6/400 ,6/890 to 7/100",,,270,,,,,,,,,,,,,2,Slips and road crust,31.997978,76.41191,Self Visit,,
5175,Kangra,Excessive Rain,04-07-2025,Baroh(Baroh sub-division),Kandi,Roads,Kandi to Danoa via Bhorla,5.3,Village Road,Black Top,,3.600 to 3.615,,15,0,,,,,,,,,,,,,1,Removal of slip,31.983793,76.343112,Self Visit,,
5176,Kangra,Excessive Rain,01-07-2025,Rajhoon(Dheera sub-division),Chambi  and Rajhoon,Roads,AKB Chambi Nandi Pira road,12,Village Road,Black Top,,1/210 to 1/230 ,20,,,Totally Damaged,20,,,,,,,,,,,4,,32.038213,76.393092,Self Visit,,
5177,Kangra,Excessive Rain,28-07-2025,Radh(Baroh sub-division),mundla,Roads,Kufru da Bad  Matyal road ,4,Village Road,Black Top,,0/020  to 0/120  & 1/680 to 1/700,,120,0,Additional R/Wall Required,15,,,,,,,,,Minor Damage,20,5,"Removal of slip, Drain  & R/Wall Required",32.084252,76.310848,Self Visit,,
5178,Kangra,Flash flood,25-08-2025,Lodhwan(Sub-division gangath),Bhadroya,Roads,Link road from Bhadroya to Dhangu Pull via Karshnik Ashram Km.,1.5,Village Road,Black Top,,1/200 to 1/350,150,,,Totally Damaged,150,,,,,,,,,,,90,"Road Washed, Wire Crates Damage, R/Wall Filling Embancment",32.252413,75.660615,Self Visit,,
5179,Kangra,Excessive Rain,05-09-2025,Kotla(Sub-division dadasiba),,Roads,Bharwain chintpurni kandrori damtal toad,17.25,Major District Road,Black Top,,17.145,,30,,,,,,,,,,,,,,9,,31.895676,75.96353,Self Visit,,
5180,Kangra,Excessive Rain,13-09-2025,Dheera(Dheera sub-division),Bhadrol and Gaggal,Roads,Bhadrol Bridge to Daghain Via Gaggal Kholi,6.78,Village Road,Black Top,,2/060 to 2/090 ,30,,,Totally Damaged,30,,,,,,,,,,,12,,32.030278,76.430166,Self Visit,,
5181,Kangra,Excessive Rain,13-09-2025,Radh(Baroh sub-division),Jhikli kothi,Roads,Radh ustehar mundla daultpur ,8,Village Road,Black Top,,0/300 to 0/700,,400,0,,,,,,,,,,,Minor Damage,50,2.8,Required patch work ,32.078076,76.344993,Self Visit,,
5182,Kangra,Excessive Rain,29-07-2025,Radh(Baroh sub-division),Barana,Roads,Barana Mariyari road ,8,Village Road,Black Top,,1/200 & 8/345.,,150,0,,,,,,,,,,,Minor Damage,20,3,Removal of slip & Required patch work,32.04967,76.37628,Self Visit,,
5183,Kangra,Excessive Rain,29-07-2025,Radh(Baroh sub-division),Guglahar,Roads,Guglhar Potala road,6,Village Road,Black Top,,1/125 ,,100,0,,,,,,,,,,,,,1.8,Removal of slip,32.08024,76.371256,Self Visit,,
5184,Kangra,Excessive Rain,29-07-2025,Radh(Baroh sub-division),ustehar,Roads,Kalijan Balol  road,8,Village Road,Black Top,,1/225,,200,0,,,,,,,,,,,Severely Damaged,0,2.5,Removal of slip & Patch work required,32.070043,76.326433,Self Visit,,
5185,Kangra,Excessive Rain,17-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Punner ,Roads,Punner to Gujjar basti,0.81,Village Road,Black Top,,Road crust damaged at rd 0/050 to 0/700,35,500,0,,,,,,,,,,,Totally Damaged,300,10,,32.050008,76.522047,Self Visit,,
5186,Kangra,Excessive Rain,15-09-2025,Kandi(Baroh sub-division),Sadoon,Roads,Chhughera  Sadoon Khawa Kandi   road,20,Village Road,Black Top,,at RD 9/930 to 10/00. ,,80,0,,,,,,,,,,,,,5,Bitumen Surface eroded,32.00883,76.354768,Self Visit,,
5187,Kangra,Excessive Rain,29-07-2025,Radh(Baroh sub-division),luhna,Roads,Link road to Baroh Luhna road.,3.5,Village Road,Black Top,,0/495.,,160,0,,,,,,,,,,,Severely Damaged,0,2,Removal of slip & C.C Pavement required,32.003953,76.314649,Self Visit,,
5188,Kangra,Landslide,16-08-2025,Sari(Jaisinghpur sub-division),Chambi,Roads,Alampur Harsipattan road,0.2,Major District Road,Black Top,,21.260,200,50,150,Additional R/Wall Required,50,,,,,,,,,,,10,Retaining wall required,31.900345,76.62338,Self Visit,,
5189,Kangra,Landslide,19-09-2025,Massal(Nagrota sub-division),MASSAL,Roads,MASSAL TO PARMAR BASTI,2,Village Road,Black Top,,0/810 TO 2/000,100,50,150,Severely Damaged,50,,,,,,,,,Severely Damaged,0,1100000,,32.077777,76.397958,Self Visit,,
5190,Kangra,Excessive Rain,17-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Malnu,Roads,Dehan Aarth Malag road,10,Village Road,Black Top,,Road crust at rd 9/0 to 10/0,,700,200,,,,,,,,,,,Totally Damaged,,15,,32.0165152,76.5054883,Self Visit,,
5191,Kangra,Excessive Rain,02-07-2025,Dheera(Dheera sub-division),Bhadrol and Gaggal,Roads,Bhadrol Bridge to Daghain Via Gaggal Kholi,6.78,Village Road,Black Top,,"0/885 to 0/903 ,2/090 to 2/120",150,,,Totally Damaged,138,,,,,,,,,,,20,,31.885952,76.431723,Self Visit,,
5192,Kangra,Excessive Rain,30-07-2025,Radh(Baroh sub-division),jalot,Roads,Jalot Hardu  Road,3,Village Road,Black Top,,2/585 to 2/855.,,270,0,Additional R/Wall Required,15,,,,,,,,,,,4,Removal of slip & R/Wall Required,32.028187,76.349595,Self Visit,,
5193,Kangra,Landslide,24-06-2025,Bangolu da ghatta(Thural sub-division),BACHHWAI,Roads,Bhadroon Kona Lahru Road,7.8,Village Road,Black Top,,5.315 to 5.330,,,,Totally Damaged,15,,,,,,,,,,,4,,31.916615,76.429597,Self Visit,,
5194,Kangra,Landslide,24-06-2025,Bangolu da ghatta(Thural sub-division),Dhamanlahar,Roads,Bhilla to Sarghooni Road,4.185,Village Road,Black Top,,2/185 to 2/205,,,,Totally Damaged,20,,,,,,,,,,,8,,71.907823,76.444676,Self Visit,,
5195,Kangra,Landslide,06-08-2025,Thural-i at thural(Thural sub-division),SANHOON,Roads,Ext. Daroh Garh Jamula up to bairghatta road KM 4/00 to 11/00,7,Village Road,Black Top,,4/450,,,46,,,,,,,,,,,,,0.75,,31.940921,76.485951,Recieved from Others,Rakesh ,9625001031
5196,Kangra,Landslide,24-06-2025,Bangolu da ghatta(Thural sub-division),Duhak,Roads,Balkrupi Duhak Dhaniara Road,5.4,Village Road,Black Top,,1.970 to 1.984,,,,Totally Damaged,14,,,,,,,,,,,5,,31.87072,76.477159,Self Visit,,
5197,Kangra,Excessive Rain,17-09-2025,Radh(Baroh sub-division),Ustehar,Roads,Radh ustehar mundla daultpur ,8,Village Road,Black Top,,0/300 to 0/700,,400,0,,,,,,,,,,,Minor Damage,50,2.8,Required patch work ,32.077745,76.344556,Self Visit,,
5198,Kangra,Excessive Rain,08-07-2025,Kandi(Baroh sub-division),Toru,Roads,Saroot Link road to Thaa Jhmaka ,3,Village Road,Black Top,,0/10 to 0/20  10  ,,10,0,,,,,,,,,,,,,1,Land Slide,31.983499,76.387162,Self Visit,,
5199,Kangra,Excessive Rain,13-09-2025,Dheera(Dheera sub-division),Dheera,Roads,Dheera Sihotu road,1.5,Village Road,Black Top,,0/150 to 0/190,,,40,,,,,,,,,,,,,0.2,Slip,32.01284,76.451928,Self Visit,,
5200,Kangra,Landslide,28-07-2025,Baldher(Nagrota sub-division),PATIYALKAR SERATHANA AND ROUNKHAR,Roads,KUFRI PATIYALAKAR ROUNKHAR ROAD,5.3,Village Road,Black Top,,3/200 TO 3/400,200,250,150,,,,,,,,,,,Totally Damaged,300,5,SLIP ROAD CRUST DAMAGED,32.122547,76.347042,Self Visit,,
5201,Kangra,Excessive Rain,01-07-2025,Tiara(Lunj sub-division),Tiara,Roads,Tiara Dehrian road,3.6,Village Road,Black Top,,0/410-0/420,10,,0,,,,,,,,,,,,,2,,32.135522,76.243092,Self Visit,,
5202,Kangra,Excessive Rain,07-07-2025,Kandi(Baroh sub-division),Kandi,Roads,Link road to Village Patrood,1.5,Village Road,Black Top,,0/275 to 0/295 20  ,,20,0,,,,,,,,,,,,,4,"Land Slide, R/Wall  require.",31.981968,76.36426,Self Visit,,
5203,Kangra,Excessive Rain,07-07-2025,Kandi(Baroh sub-division),Khawa,Roads,Chhughera Sadoon Khawa   Kandi   road,20,Village Road,Black Top,,"12/865 to 12/875 10 ,",,10,0,,,,,,,,,,,,,1,Land slide,31.994621,76.369868,Self Visit,,
5204,Kangra,Excessive Rain,31-08-2025,Dheera(Dheera sub-division),Bharath,Roads,Link road to Village Bharath,2.2,Village Road,Black Top,,1/210 to 1/260,,50,,,,,,,,,,,,,,1,Slip,32.019677,76.437977,Self Visit,,
5205,Kangra,Excessive Rain,07-07-2025,Kandi(Baroh sub-division),khawa,Roads,Kandi Rihri Luhna Har road,7,Village Road,Black Top,,5/420 to 5/435 15  ,,15,0,,,,,,,,,,,,,1.8,Land Slide,32.000186,76.335678,Self Visit,,
5206,Kangra,Excessive Rain,13-08-2025,Thural-i at thural(Thural sub-division),BAIRGHATTA,Roads,HSTM ROAD KM 30/00 to 35/00,5,Major District Road,Black Top,,30/735 &30/810,,,50,,,,,,,,,,,,,0.5,,31.880911,76.491725,Self Visit,,
5207,Kangra,Excessive Rain,31-07-2025,Radh(Baroh sub-division),Rihri,Roads,Kandi Rihri Luhna Har    road,3,Village Road,Black Top,,6/140 to 6/145,,15,0,Additional R/Wall Required,10,,,,,,,,,,,3,Removal of slip & R/Wall Required,32.027223,76.34983,Self Visit,,
5208,Kangra,Landslide,25-06-2025,Bangolu da ghatta(Thural sub-division),Duhak,Roads,Balkrupi Duhak Dhaniara Road,5.4,Village Road,Black Top,,3/240 TO 3/255,,,,Totally Damaged,15,,,,,,,,,,,7,,31.876914,76.477924,Self Visit,,
5209,Kangra,Landslide,25-06-2025,Bangolu da ghatta(Thural sub-division),KONA,Roads,Duhak to Garthoon,4.5,Village Road,Black Top,,1/780 to 1/805,,,,Totally Damaged,25,,,,,,,,,,,15,,31.899272,76.459029,Self Visit,,
5210,Kangra,Excessive Rain,13-08-2025,Thural-i at thural(Thural sub-division),SANHOON,Roads,BAIRGHATTA TO SANHOON ROAD KM 0/00 TO 7/00,7,Village Road,Black Top,,2/00 TO 2/990,,50,250,,,,,,,,,,,,,2,,31.919231,76.490596,Self Visit,,
5211,Kangra,Landslide,31-07-2025,Baldher(Nagrota sub-division),SIHUND RAMEHAR BALDHAR,Roads,NAGROTA BALDHAR SIHUND PADDAR ROAD,7.3,Village Road,Black Top,,6.600 to 6.750,150,50,100,Severely Damaged,30,,,,,,,,,Severely Damaged,150,18,LANDSLIDE RAOD CRUST R/WALL,32.13747,76.381092,Self Visit,,
5212,Kangra,Excessive Rain,25-08-2025,Sehorbala(Sub-division majheen),Dhatehar,Roads,Trimbalu to Marhana Road,13.8,Village Road,Black Top,,1/880 to 1/900,,20,,,,,,,,,,,,,,1,,31.81502,76.40887,Self Visit,,
5213,Kangra,Excessive Rain,16-09-2025,Rajhoon(Dheera sub-division),Bhadrol and Kahanphat,Roads,Dheera Kahanphatt road,13,Village Road,Black Top,,"4/970 to 5/030 ,6/13 to 9/720",,,650,,,,,,,,,,,,,2.5,Slips at various RD,32.018161,76.417606,Self Visit,,
5214,Kangra,Excessive Rain,06-08-2025,Rajhoon(Dheera sub-division),Kahanphat,Roads,Lahar Thakrain Saddun Bargran road,4.63,Village Road,Black Top,,3/810 to 3/825.50,,,50,Totally Damaged,15.5,,,,,,,,,,,5,Down steam toe  wall & HP Culvert with Approaches damaged ,31.020117,76.36405,Self Visit,,
5215,Kangra,Excessive Rain,10-09-2025,Bharoli(Sub-division jawalamukhi),SILH,Roads,GAGRUHI SILH ROAD ,3,Village Road,Black Top,,0/100,100,50,50,,,,,,,,,,,Minor Damage,,20,,31.800862,76.377609,Self Visit,,
5216,Kangra,Excessive Rain,07-08-2025,Rajhoon(Dheera sub-division),Rajhoon,Roads,Mangehar Pira road,3.3,Village Road,Black Top,,0/800 to 0/820,,,,,,Totally Damaged,20,,,,,,,,,1.5,Land Slide and B/Wall Damaged,32.026362,76.402562,Self Visit,,
5217,Kangra,Excessive Rain,17-09-2025,Kandi(Baroh sub-division),Toru,Roads,Saroot Link road to Thaa Jhmaka ,0.855,Village Road,Black Top,,0/10 to 0/20    10  .                    ,,10,0,,,,,,,,,,,,,3,Land Slide & (Bitumen Surface eroded).,31.983612,76,Self Visit,,
5218,Kangra,Excessive Rain,02-07-2025,Sullah(Dheera sub-division),Kural,Roads,Rara Mat Badhain road,2,Village Road,Black Top,,"0/000 to 0/860 , 1/825 to 1/860 ",,900,,Totally Damaged,35,,,,,,,,,,,11,Pot hole at various RD & R/Wall required,32.035771,76.472914,Self Visit,,
5219,Kangra,Excessive Rain,04-07-2025,Kandi(Baroh sub-division),Toru,Roads,Kahanphatt  Toru road,3,Village Road,Black Top,,"at RD,s 0/375 ",,50,0,Additional R/Wall Required,15,,,,,,,,,,,3,R/wall  may  require,32.007226,76,Self Visit,,
5220,Kangra,Excessive Rain,22-08-2025,Bhawarna-i at darang(Bhawarna sub-division),,Roads,Gallu Ghenta Baba Kripa Charkhola Road ,4.5,Village Road,Black Top,,2/200 to 3/250,,1050,,,,,,,,Minor Damaged,1,,,Minor Damage,1000,7,,32.100124,75,Self Visit,,
5221,Kangra,Excessive Rain,17-08-2025,Rakh section(Gopalpur sub-division),Drognu,Roads,Rakh to Bhont,1,Village Road,Black Top,,1/590,,,0,,,Minor Damage,30,,,,,,,Minor Damage,100,10,,32.15277,76.479624,Self Visit,,
5222,Kangra,Excessive Rain,17-09-2025,Kandi(Baroh sub-division),Khawa,Roads,Kandi Rihri Luhna Har    road,7,Village Road,Black Top,,at RD 6/285 to 6/305. ,20,20,0,,,,,,,,,,,,,4,Land Slide & Road crushed ,32.002479,76.332183,Self Visit,,
5223,Kangra,Landslide,29-06-2025,Bangolu da ghatta(Thural sub-division),Dhmanlahar,Roads,Bhadroon Kona Lahru Road,7.8,Village Road,Black Top,,7/800 to 7/875,,,,Totally Damaged,15,,,,,,,,,,,5,,31.90353,76.43851,Self Visit,,
5224,Kangra,Excessive Rain,02-07-2025,Kandi(Baroh sub-division),Khawa,Roads,Chhughera Sadoon Khawa   Kandi   road,20,Village Road,Black Top,,"11/900  to 11/945,  45 mtr ",,45,0,Minor Damage,20,,,,,,,,,,,6,Land slide  & R/Wall   require.  ,32.005135,76,Self Visit,,
5225,Kangra,Excessive Rain,21-07-2025,Sullah(Dheera sub-division),Sullah and Kakrain,Roads,Sullah Kakrain road ,3,Village Road,Black Top,,"2/670 to 2/860 , 2/390 to 2/405 ",,,205,,,,,,,,,,,,,2,Rain cuts & road crust,32.041732,76.464323,Self Visit,,
5226,Kangra,Excessive Rain,01-07-2025,Kandi(Baroh sub-division),Toru,Roads,Saroot Chaprehar  Road,2,Village Road,Black Top,,1/790 to 1/805  15 mtrs,,15,0,Additional R/Wall Required,12,Totally Damaged,,,,,,,,,,4,R/Wall   require   12 mtr.,31.982139,74,Self Visit,,
5227,Kangra,Landslide,28-07-2025,Baldher(Nagrota sub-division),BALDHAR PATIYALKAR DHALOON,Roads,NAGROTA BALDHAR DHALOON ROAD,9.5,Village Road,Black Top,,1.600 TO 1.700,100,100,0,,,,,,,,,,,,,1.5,SLIP ROAD CRUST DAMAGED,32.113719,76.36517,Self Visit,,
5228,Kangra,Excessive Rain,02-08-2025,Radh(Baroh sub-division),ustehar,Roads,Radh Ustehar Daulatpur road,8,Village Road,Black Top,,"1/045, 2/735.",,1300,0,,,,,,,,,,,Minor Damage,50,3,Required patch work,32.076911,76.343639,Self Visit,,
5229,Kangra,Landslide,29-06-2025,Bangolu da ghatta(Thural sub-division),Duhak,Roads,Bhadroon Kona Lahru Road,5.4,Village Road,Black Top,,2/810 to 2/825,,,,Totally Damaged,15,,,,,,,,,,,5,,31.875772,76.47558,Self Visit,,
5230,Kangra,Excessive Rain,21-07-2025,Sullah(Dheera sub-division),Sullah and Raipur,Roads,Raipur to Salan road,2.5,Village Road,Black Top,,0/000 to 0/500,,,500,,,,,,,,,,,,,2,road crust at Various rd,32.061309,76.475364,Self Visit,,
5231,Kangra,Excessive Rain,30-06-2025,Kandi(Baroh sub-division),Kandi,Roads,Chhughera Sadoon  Kandi   road,20,Village Road,Black Top,,16/530 to 16/535 ,,5,0,,,,,,,,,,,,,4.5,Land Slide  ,31.984836,76.373776,Self Visit,,
5232,Kangra,Landslide,29-06-2025,Bangolu da ghatta(Thural sub-division),Duhak,Roads,DUHAK TIKRI RAKHA BASTI TO DHABI ROAD,4,Village Road,Black Top,,3/005 to 3/035,,,,Totally Damaged,30,,,,,,,,,,,15,,31.883939,76.462841,Self Visit,,
5233,Kangra,Excessive Rain,02-08-2025,Radh(Baroh sub-division),ustehar,Roads,Link road to Uttam Chand House,1,Village Road,Cement Concrete,,0/00 to 0/100,,100,0,,,,,,,,,,,,,2.5,required C.C Pavement,32.07775,76.335505,Self Visit,,
5234,Kangra,Excessive Rain,11-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Ramehar,Roads,Sarwa knalpatt Bhatti samlena road ,6.15,Village Road,Black Top,,"	 Slips at various Rds 0/000 to 6/000 & side drains/edge wall  damages  at various Rds 0/00 to 6/00 Pot holes at various locations 0/0 to 6/0",,,50,Totally Damaged,10,Severely Damaged,35,,,,,,,,,6.5,,32.05282,76.510668,Self Visit,,
5235,Kangra,Landslide,30-06-2025,Bangolu da ghatta(Thural sub-division),KONA,Roads,KONA PIHRI NAHALLIAN ROAD,5,Village Road,Black Top,,1/450 TO 1/475,,,,Totally Damaged,25,,,,,,,,,,,15,,31.903097,76.450377,Self Visit,,
5236,Kangra,Landslide,22-08-2025,Thural-i at thural(Thural sub-division),BAIRGHATTA,Roads,TIKKAR Balhbhurian road via kandera liora,4,Village Road,Black Top,,3/055,,,84,,,,,,,,,,,,,0.5,,31.883369,76.494189,Self Visit,,
5237,Kangra,Excessive Rain,02-08-2025,Radh(Baroh sub-division),jalot,Roads,Nihargalu to Jalot road,11,Village Road,Black Top,,4/500 to 4/510 ,,15,0,,,Additional B/Wall Required,10,,,,,,,Severely Damaged,0,2.8,Removal of slip & B/Wall Required,32.074602,76.386706,Self Visit,,
5238,Kangra,Landslide,30-06-2025,Bangolu da ghatta(Thural sub-division),Kona,Roads,Bhadroon Kona Lahru Road,7.8,Village Road,Black Top,,9/130 TO 9155,,,,,,Totally Damaged,25,,,,,,,,,11,,31.897563,76.446387,Self Visit,,
5239,Kangra,Excessive Rain,29-06-2025,Kandi(Baroh sub-division),Khawa,Roads,Kandi Rihri Luhna Har road,7,Village Road,Black Top,,5/540 to 5/545  5 s ,,5,0,,,,,,,,,,,,,0.3,Land slip  ,32.000315,76,Self Visit,,
5240,Kangra,Excessive Rain,25-08-2025,Thural-i at thural(Thural sub-division),BAIRGHATTA,Roads,Bandahoo to Bairghatta road Km 2/300 to 4/885,2.585,Village Road,Black Top,,2/650 to 3/00,,,150,,,,,,,,,,,,,3,,31.901758,76.484196,Self Visit,,
5241,Kangra,Landslide,12-09-2025,Massal(Nagrota sub-division),MASSAL,Roads,NAGROTA MASSAL RAJHOON ROAD,8,Village Road,Black Top,,0/150 2/800,300,100,100,,,,,,,,,,,,,650000,,32.071742,76.396829,Self Visit,,
5242,Kangra,Excessive Rain,26-06-2025,Kandi(Baroh sub-division),Kandi,Roads,Kandi   Thill  road  ,1,Village Road,Black Top,,0/975  to  0/995   20  . 1/60 to 1/90  30 s  ,,50,0,,,,,,,,,,,,,2.5,Land Slide.,31.971064,76,Self Visit,,
